method,seed,outer_fold,params,inner_mrr
B6_node2vec,1,0,"{'dim': 8, 'p': 0.25, 'q': 4}",0.2031
B6_node2vec,1,0,"{'dim': 8, 'p': 1, 'q': 0.25}",0.1849
B6_node2vec,1,0,"{'dim': 8, 'p': 1, 'q': 1}",0.1982
B6_node2vec,1,0,"{'dim': 8, 'p': 1, 'q': 4}",0.2340
B6_node2vec,1,0,"{'dim': 8, 'p': 4, 'q': 0.25}",0.2155
B6_node2vec,1,0,"{'dim': 8, 'p': 4, 'q': 1}",0.1851
B6_node2vec,1,0,"{'dim': 8, 'p': 4, 'q': 4}",0.1926
B6_node2vec,1,0,"{'dim': 16, 'p': 0.25, 'q': 0.25}",0.2875
B6_node2vec,1,0,"{'dim': 16, 'p': 0.25, 'q': 1}",0.3028
B6_node2vec,1,0,"{'dim': 16, 'p': 0.25, 'q': 4}",0.2824
B6_node2vec,1,0,"{'dim': 16, 'p': 1, 'q': 0.25}",0.2741
B6_node2vec,1,0,"{'dim': 16, 'p': 1, 'q': 1}",0.3164
B6_node2vec,1,0,"{'dim': 16, 'p': 1, 'q': 4}",0.3089
B6_node2vec,1,0,"{'dim': 16, 'p': 4, 'q': 0.25}",0.2639
B6_node2vec,1,0,"{'dim': 16, 'p': 4, 'q': 1}",0.2755
B6_node2vec,1,0,"{'dim': 16, 'p': 4, 'q': 4}",0.2638
B6_node2vec,1,0,"{'dim': 32, 'p': 0.25, 'q': 0.25}",0.3561
B6_node2vec,1,0,"{'dim': 32, 'p': 0.25, 'q': 1}",0.3456
B6_node2vec,1,0,"{'dim': 32, 'p': 0.25, 'q': 4}",0.3279
B6_node2vec,1,0,"{'dim': 32, 'p': 1, 'q': 0.25}",0.3130
B6_node2vec,1,0,"{'dim': 32, 'p': 1, 'q': 1}",0.3485
B6_node2vec,1,0,"{'dim': 32, 'p': 1, 'q': 4}",0.3701
B6_node2vec,1,0,"{'dim': 32, 'p': 4, 'q': 0.25}",0.3594
B6_node2vec,1,0,"{'dim': 32, 'p': 4, 'q': 1}",0.2970
B6_node2vec,1,0,"{'dim': 32, 'p': 4, 'q': 4}",0.2880
B6_node2vec,1,0,"{'dim': 64, 'p': 0.25, 'q': 0.25}",0.3682
B6_node2vec,1,0,"{'dim': 64, 'p': 0.25, 'q': 1}",0.3503
B6_node2vec,1,0,"{'dim': 64, 'p': 0.25, 'q': 4}",0.3178
B6_node2vec,1,0,"{'dim': 64, 'p': 1, 'q': 0.25}",0.3304
B6_node2vec,1,0,"{'dim': 64, 'p': 1, 'q': 1}",0.3461
B6_node2vec,1,0,"{'dim': 64, 'p': 1, 'q': 4}",0.3600
B6_node2vec,1,0,"{'dim': 64, 'p': 4, 'q': 0.25}",0.3558
B6_node2vec,1,0,"{'dim': 64, 'p': 4, 'q': 1}",0.3134
B6_node2vec,1,0,"{'dim': 64, 'p': 4, 'q': 4}",0.2884
B6_node2vec,1,1,"{'dim': 8, 'p': 0.25, 'q': 0.25}",0.1964
B6_node2vec,1,1,"{'dim': 8, 'p': 0.25, 'q': 1}",0.2235
B6_node2vec,1,1,"{'dim': 8, 'p': 0.25, 'q': 4}",0.1900
B6_node2vec,1,1,"{'dim': 8, 'p': 1, 'q': 0.25}",0.1898
B6_node2vec,1,1,"{'dim': 8, 'p': 1, 'q': 1}",0.2161
B6_node2vec,1,1,"{'dim': 8, 'p': 1, 'q': 4}",0.2365
B6_node2vec,1,1,"{'dim': 8, 'p': 4, 'q': 0.25}",0.2061
B6_node2vec,1,1,"{'dim': 8, 'p': 4, 'q': 1}",0.1849
B6_node2vec,1,1,"{'dim': 8, 'p': 4, 'q': 4}",0.2021
B6_node2vec,1,1,"{'dim': 16, 'p': 0.25, 'q': 0.25}",0.2881
B6_node2vec,1,1,"{'dim': 16, 'p': 0.25, 'q': 1}",0.3223
B6_node2vec,1,1,"{'dim': 16, 'p': 0.25, 'q': 4}",0.2771
B6_node2vec,1,1,"{'dim': 16, 'p': 1, 'q': 0.25}",0.2764
B6_node2vec,1,1,"{'dim': 16, 'p': 1, 'q': 1}",0.3065
B6_node2vec,1,1,"{'dim': 16, 'p': 1, 'q': 4}",0.2973
B6_node2vec,1,1,"{'dim': 16, 'p': 4, 'q': 0.25}",0.2541
B6_node2vec,1,1,"{'dim': 16, 'p': 4, 'q': 1}",0.2733
B6_node2vec,1,1,"{'dim': 16, 'p': 4, 'q': 4}",0.2810
B6_node2vec,1,1,"{'dim': 32, 'p': 0.25, 'q': 0.25}",0.3528
B6_node2vec,1,1,"{'dim': 32, 'p': 0.25, 'q': 1}",0.3580
B6_node2vec,1,1,"{'dim': 32, 'p': 0.25, 'q': 4}",0.3359
B6_node2vec,1,1,"{'dim': 32, 'p': 1, 'q': 0.25}",0.3241
B6_node2vec,1,1,"{'dim': 32, 'p': 1, 'q': 1}",0.3377
B6_node2vec,1,1,"{'dim': 32, 'p': 1, 'q': 4}",0.3800
B6_node2vec,1,1,"{'dim': 32, 'p': 4, 'q': 0.25}",0.3465
B6_node2vec,1,1,"{'dim': 32, 'p': 4, 'q': 1}",0.3077
B6_node2vec,1,1,"{'dim': 32, 'p': 4, 'q': 4}",0.3239
B6_node2vec,1,1,"{'dim': 64, 'p': 0.25, 'q': 0.25}",0.3567
B6_node2vec,1,1,"{'dim': 64, 'p': 0.25, 'q': 1}",0.3569
B6_node2vec,1,1,"{'dim': 64, 'p': 0.25, 'q': 4}",0.3278
B6_node2vec,1,1,"{'dim': 64, 'p': 1, 'q': 0.25}",0.3415
B6_node2vec,1,1,"{'dim': 64, 'p': 1, 'q': 1}",0.3483
B6_node2vec,1,1,"{'dim': 64, 'p': 1, 'q': 4}",0.3707
B6_node2vec,1,1,"{'dim': 64, 'p': 4, 'q': 0.25}",0.3530
B6_node2vec,1,1,"{'dim': 64, 'p': 4, 'q': 1}",0.3155
B6_node2vec,1,1,"{'dim': 64, 'p': 4, 'q': 4}",0.3109
B6_node2vec,1,2,"{'dim': 8, 'p': 0.25, 'q': 0.25}",0.1842
B6_node2vec,1,2,"{'dim': 8, 'p': 0.25, 'q': 1}",0.2139
B6_node2vec,1,2,"{'dim': 8, 'p': 0.25, 'q': 4}",0.1729
B6_node2vec,1,2,"{'dim': 8, 'p': 1, 'q': 0.25}",0.1774
B6_node2vec,1,2,"{'dim': 8, 'p': 1, 'q': 1}",0.2102
B6_node2vec,1,2,"{'dim': 8, 'p': 1, 'q': 4}",0.2322
B6_node2vec,1,2,"{'dim': 8, 'p': 4, 'q': 0.25}",0.2088
B6_node2vec,1,2,"{'dim': 8, 'p': 4, 'q': 1}",0.1820
B6_node2vec,1,2,"{'dim': 8, 'p': 4, 'q': 4}",0.1877
B6_node2vec,1,2,"{'dim': 16, 'p': 0.25, 'q': 0.25}",0.2663
B6_node2vec,1,2,"{'dim': 16, 'p': 0.25, 'q': 1}",0.2870
B6_node2vec,1,2,"{'dim': 16, 'p': 0.25, 'q': 4}",0.2676
B6_node2vec,1,2,"{'dim': 16, 'p': 1, 'q': 0.25}",0.2542
B6_node2vec,1,2,"{'dim': 16, 'p': 1, 'q': 1}",0.2925
B6_node2vec,1,2,"{'dim': 16, 'p': 1, 'q': 4}",0.2900
B6_node2vec,1,2,"{'dim': 16, 'p': 4, 'q': 0.25}",0.2437
B6_node2vec,1,2,"{'dim': 16, 'p': 4, 'q': 1}",0.2551
B6_node2vec,1,2,"{'dim': 16, 'p': 4, 'q': 4}",0.2543
B6_node2vec,1,2,"{'dim': 32, 'p': 0.25, 'q': 0.25}",0.3415
B6_node2vec,1,2,"{'dim': 32, 'p': 0.25, 'q': 1}",0.3382
B6_node2vec,1,2,"{'dim': 32, 'p': 0.25, 'q': 4}",0.3217
B6_node2vec,1,2,"{'dim': 32, 'p': 1, 'q': 0.25}",0.2937
B6_node2vec,1,2,"{'dim': 32, 'p': 1, 'q': 1}",0.3368
B6_node2vec,1,2,"{'dim': 32, 'p': 1, 'q': 4}",0.3609
B6_node2vec,1,2,"{'dim': 32, 'p': 4, 'q': 0.25}",0.3383
B6_node2vec,1,2,"{'dim': 32, 'p': 4, 'q': 1}",0.2778
B6_node2vec,1,2,"{'dim': 32, 'p': 4, 'q': 4}",0.2869
B6_node2vec,1,2,"{'dim': 64, 'p': 0.25, 'q': 0.25}",0.3412
B6_node2vec,1,2,"{'dim': 64, 'p': 0.25, 'q': 1}",0.3343
B6_node2vec,1,2,"{'dim': 64, 'p': 0.25, 'q': 4}",0.3078
B6_node2vec,1,2,"{'dim': 64, 'p': 1, 'q': 0.25}",0.3110
B6_node2vec,1,2,"{'dim': 64, 'p': 1, 'q': 1}",0.3366
B6_node2vec,1,2,"{'dim': 64, 'p': 1, 'q': 4}",0.3446
B6_node2vec,1,2,"{'dim': 64, 'p': 4, 'q': 0.25}",0.3289
B6_node2vec,1,2,"{'dim': 64, 'p': 4, 'q': 1}",0.2882
B6_node2vec,1,2,"{'dim': 64, 'p': 4, 'q': 4}",0.2796
B6_node2vec,1,3,"{'dim': 8, 'p': 0.25, 'q': 0.25}",0.1947
B6_node2vec,1,3,"{'dim': 8, 'p': 0.25, 'q': 1}",0.2337
B6_node2vec,1,3,"{'dim': 8, 'p': 0.25, 'q': 4}",0.2006
B6_node2vec,1,3,"{'dim': 8, 'p': 1, 'q': 0.25}",0.1961
B6_node2vec,1,3,"{'dim': 8, 'p': 1, 'q': 1}",0.2091
B6_node2vec,1,3,"{'dim': 8, 'p': 1, 'q': 4}",0.2478
B6_node2vec,1,3,"{'dim': 8, 'p': 4, 'q': 0.25}",0.2183
B6_node2vec,1,3,"{'dim': 8, 'p': 4, 'q': 1}",0.1904
B6_node2vec,1,3,"{'dim': 8, 'p': 4, 'q': 4}",0.1969
B6_node2vec,1,3,"{'dim': 16, 'p': 0.25, 'q': 0.25}",0.3085
B6_node2vec,1,3,"{'dim': 16, 'p': 0.25, 'q': 1}",0.3182
B6_node2vec,1,3,"{'dim': 16, 'p': 0.25, 'q': 4}",0.2840
B6_node2vec,1,3,"{'dim': 16, 'p': 1, 'q': 0.25}",0.2876
B6_node2vec,1,3,"{'dim': 16, 'p': 1, 'q': 1}",0.3079
B6_node2vec,1,3,"{'dim': 16, 'p': 1, 'q': 4}",0.3053
B6_node2vec,1,3,"{'dim': 16, 'p': 4, 'q': 0.25}",0.2670
B6_node2vec,1,3,"{'dim': 16, 'p': 4, 'q': 1}",0.2863
B6_node2vec,1,3,"{'dim': 16, 'p': 4, 'q': 4}",0.2767
B6_node2vec,1,3,"{'dim': 32, 'p': 0.25, 'q': 0.25}",0.3753
B6_node2vec,1,3,"{'dim': 32, 'p': 0.25, 'q': 1}",0.3667
B6_node2vec,1,3,"{'dim': 32, 'p': 0.25, 'q': 4}",0.3491
B6_node2vec,1,3,"{'dim': 32, 'p': 1, 'q': 0.25}",0.3272
B6_node2vec,1,3,"{'dim': 32, 'p': 1, 'q': 1}",0.3544
B6_node2vec,1,3,"{'dim': 32, 'p': 1, 'q': 4}",0.3815
B6_node2vec,1,3,"{'dim': 32, 'p': 4, 'q': 0.25}",0.3696
B6_node2vec,1,3,"{'dim': 32, 'p': 4, 'q': 1}",0.3153
B6_node2vec,1,3,"{'dim': 32, 'p': 4, 'q': 4}",0.3057
B6_node2vec,1,3,"{'dim': 64, 'p': 0.25, 'q': 0.25}",0.3818
B6_node2vec,1,3,"{'dim': 64, 'p': 0.25, 'q': 1}",0.3595
B6_node2vec,1,3,"{'dim': 64, 'p': 0.25, 'q': 4}",0.3354
B6_node2vec,1,3,"{'dim': 64, 'p': 1, 'q': 0.25}",0.3491
B6_node2vec,1,3,"{'dim': 64, 'p': 1, 'q': 1}",0.3522
B6_node2vec,1,3,"{'dim': 64, 'p': 1, 'q': 4}",0.3684
B6_node2vec,1,3,"{'dim': 64, 'p': 4, 'q': 0.25}",0.3706
B6_node2vec,1,3,"{'dim': 64, 'p': 4, 'q': 1}",0.3292
B6_node2vec,1,3,"{'dim': 64, 'p': 4, 'q': 4}",0.2941
B6_node2vec,1,4,"{'dim': 8, 'p': 0.25, 'q': 0.25}",0.1926
B6_node2vec,1,4,"{'dim': 8, 'p': 0.25, 'q': 1}",0.2172
B6_node2vec,1,4,"{'dim': 8, 'p': 0.25, 'q': 4}",0.1944
B6_node2vec,1,4,"{'dim': 8, 'p': 1, 'q': 0.25}",0.1824
B6_node2vec,1,4,"{'dim': 8, 'p': 1, 'q': 1}",0.2035
B6_node2vec,1,4,"{'dim': 8, 'p': 1, 'q': 4}",0.2172
B6_node2vec,1,4,"{'dim': 8, 'p': 4, 'q': 0.25}",0.1967
B6_node2vec,1,4,"{'dim': 8, 'p': 4, 'q': 1}",0.1884
B6_node2vec,1,4,"{'dim': 8, 'p': 4, 'q': 4}",0.1902
B6_node2vec,1,4,"{'dim': 16, 'p': 0.25, 'q': 0.25}",0.2741
B6_node2vec,1,4,"{'dim': 16, 'p': 0.25, 'q': 1}",0.2934
B6_node2vec,1,4,"{'dim': 16, 'p': 0.25, 'q': 4}",0.2673
B6_node2vec,1,4,"{'dim': 16, 'p': 1, 'q': 0.25}",0.2416
B6_node2vec,1,4,"{'dim': 16, 'p': 1, 'q': 1}",0.2898
B6_node2vec,1,4,"{'dim': 16, 'p': 1, 'q': 4}",0.2905
B6_node2vec,1,4,"{'dim': 16, 'p': 4, 'q': 0.25}",0.2385
B6_node2vec,1,4,"{'dim': 16, 'p': 4, 'q': 1}",0.2455
B6_node2vec,1,4,"{'dim': 16, 'p': 4, 'q': 4}",0.2677
B6_node2vec,1,4,"{'dim': 32, 'p': 0.25, 'q': 0.25}",0.3506
B6_node2vec,1,4,"{'dim': 32, 'p': 0.25, 'q': 1}",0.3308
B6_node2vec,1,4,"{'dim': 32, 'p': 0.25, 'q': 4}",0.3212
B6_node2vec,1,4,"{'dim': 32, 'p': 1, 'q': 0.25}",0.2884
B6_node2vec,1,4,"{'dim': 32, 'p': 1, 'q': 1}",0.3128
B6_node2vec,1,4,"{'dim': 32, 'p': 1, 'q': 4}",0.3518
B6_node2vec,1,4,"{'dim': 32, 'p': 4, 'q': 0.25}",0.3343
B6_node2vec,1,4,"{'dim': 32, 'p': 4, 'q': 1}",0.2796
B6_node2vec,1,4,"{'dim': 32, 'p': 4, 'q': 4}",0.3009
B6_node2vec,1,4,"{'dim': 64, 'p': 0.25, 'q': 0.25}",0.3645
B6_node2vec,1,4,"{'dim': 64, 'p': 0.25, 'q': 1}",0.3186
B6_node2vec,1,4,"{'dim': 64, 'p': 0.25, 'q': 4}",0.3115
B6_node2vec,1,4,"{'dim': 64, 'p': 1, 'q': 0.25}",0.3195
B6_node2vec,1,4,"{'dim': 64, 'p': 1, 'q': 1}",0.3106
B6_node2vec,1,4,"{'dim': 64, 'p': 1, 'q': 4}",0.3575
B6_node2vec,1,4,"{'dim': 64, 'p': 4, 'q': 0.25}",0.3305
B6_node2vec,1,4,"{'dim': 64, 'p': 4, 'q': 1}",0.2911
B6_node2vec,1,4,"{'dim': 64, 'p': 4, 'q': 4}",0.2972
B6_node2vec,2,0,"{'dim': 8, 'p': 0.25, 'q': 0.25}",0.1934
B6_node2vec,2,0,"{'dim': 8, 'p': 0.25, 'q': 1}",0.1874
B6_node2vec,2,0,"{'dim': 8, 'p': 0.25, 'q': 4}",0.1976
B6_node2vec,2,0,"{'dim': 8, 'p': 1, 'q': 0.25}",0.1862
B6_node2vec,2,0,"{'dim': 8, 'p': 1, 'q': 1}",0.2208
B6_node2vec,2,0,"{'dim': 8, 'p': 1, 'q': 4}",0.2144
B6_node2vec,2,0,"{'dim': 8, 'p': 4, 'q': 0.25}",0.2201
B6_node2vec,2,0,"{'dim': 8, 'p': 4, 'q': 1}",0.2003
B6_node2vec,2,0,"{'dim': 8, 'p': 4, 'q': 4}",0.2179
B6_node2vec,2,0,"{'dim': 16, 'p': 0.25, 'q': 0.25}",0.3001
B6_node2vec,2,0,"{'dim': 16, 'p': 0.25, 'q': 1}",0.2962
B6_node2vec,2,0,"{'dim': 16, 'p': 0.25, 'q': 4}",0.3012
B6_node2vec,2,0,"{'dim': 16, 'p': 1, 'q': 0.25}",0.2685
B6_node2vec,2,0,"{'dim': 16, 'p': 1, 'q': 1}",0.2964
B6_node2vec,2,0,"{'dim': 16, 'p': 1, 'q': 4}",0.2559
B6_node2vec,2,0,"{'dim': 16, 'p': 4, 'q': 0.25}",0.2841
B6_node2vec,2,0,"{'dim': 16, 'p': 4, 'q': 1}",0.2714
B6_node2vec,2,0,"{'dim': 16, 'p': 4, 'q': 4}",0.2858
B6_node2vec,2,0,"{'dim': 32, 'p': 0.25, 'q': 0.25}",0.3307
B6_node2vec,2,0,"{'dim': 32, 'p': 0.25, 'q': 1}",0.3190
B6_node2vec,2,0,"{'dim': 32, 'p': 0.25, 'q': 4}",0.3514
B6_node2vec,2,0,"{'dim': 32, 'p': 1, 'q': 0.25}",0.3300
B6_node2vec,2,0,"{'dim': 32, 'p': 1, 'q': 1}",0.3366
B6_node2vec,2,0,"{'dim': 32, 'p': 1, 'q': 4}",0.3093
B6_node2vec,2,0,"{'dim': 32, 'p': 4, 'q': 0.25}",0.3420
B6_node2vec,2,0,"{'dim': 32, 'p': 4, 'q': 1}",0.3304
B6_node2vec,2,0,"{'dim': 32, 'p': 4, 'q': 4}",0.3070
B6_node2vec,2,0,"{'dim': 64, 'p': 0.25, 'q': 0.25}",0.3386
B6_node2vec,2,0,"{'dim': 64, 'p': 0.25, 'q': 1}",0.3300
B6_node2vec,2,0,"{'dim': 64, 'p': 0.25, 'q': 4}",0.3492
B6_node2vec,2,0,"{'dim': 64, 'p': 1, 'q': 0.25}",0.3328
B6_node2vec,2,0,"{'dim': 64, 'p': 1, 'q': 1}",0.3301
B6_node2vec,2,0,"{'dim': 64, 'p': 1, 'q': 4}",0.3317
B6_node2vec,2,0,"{'dim': 64, 'p': 4, 'q': 0.25}",0.3242
B6_node2vec,2,0,"{'dim': 64, 'p': 4, 'q': 1}",0.3107
B6_node2vec,2,0,"{'dim': 64, 'p': 4, 'q': 4}",0.3014
B6_node2vec,2,1,"{'dim': 8, 'p': 0.25, 'q': 0.25}",0.2136
B6_node2vec,2,1,"{'dim': 8, 'p': 0.25, 'q': 1}",0.1995
B6_node2vec,2,1,"{'dim': 8, 'p': 0.25, 'q': 4}",0.2153
B6_node2vec,2,1,"{'dim': 8, 'p': 1, 'q': 0.25}",0.1881
B6_node2vec,2,1,"{'dim': 8, 'p': 1, 'q': 1}",0.2121
B6_node2vec,2,1,"{'dim': 8, 'p': 1, 'q': 4}",0.2144
B6_node2vec,2,1,"{'dim': 8, 'p': 4, 'q': 0.25}",0.2201
B6_node2vec,2,1,"{'dim': 8, 'p': 4, 'q': 1}",0.1933
B6_node2vec,2,1,"{'dim': 8, 'p': 4, 'q': 4}",0.2037
B6_node2vec,2,1,"{'dim': 16, 'p': 0.25, 'q': 0.25}",0.3174
B6_node2vec,2,1,"{'dim': 16, 'p': 0.25, 'q': 1}",0.2997
B6_node2vec,2,1,"{'dim': 16, 'p': 0.25, 'q': 4}",0.3105
B6_node2vec,2,1,"{'dim': 16, 'p': 1, 'q': 0.25}",0.2734
B6_node2vec,2,1,"{'dim': 16, 'p': 1, 'q': 1}",0.3054
B6_node2vec,2,1,"{'dim': 16, 'p': 1, 'q': 4}",0.2954
B6_node2vec,2,1,"{'dim': 16, 'p': 4, 'q': 0.25}",0.3009
B6_node2vec,2,1,"{'dim': 16, 'p': 4, 'q': 1}",0.3020
B6_node2vec,2,1,"{'dim': 16, 'p': 4, 'q': 4}",0.3169
B6_node2vec,2,1,"{'dim': 32, 'p': 0.25, 'q': 0.25}",0.3485
B6_node2vec,2,1,"{'dim': 32, 'p': 0.25, 'q': 1}",0.3353
B6_node2vec,2,1,"{'dim': 32, 'p': 0.25, 'q': 4}",0.3790
B6_node2vec,2,1,"{'dim': 32, 'p': 1, 'q': 0.25}",0.3225
B6_node2vec,2,1,"{'dim': 32, 'p': 1, 'q': 1}",0.3491
B6_node2vec,2,1,"{'dim': 32, 'p': 1, 'q': 4}",0.3640
B6_node2vec,2,1,"{'dim': 32, 'p': 4, 'q': 0.25}",0.3417
B6_node2vec,2,1,"{'dim': 32, 'p': 4, 'q': 1}",0.3487
B6_node2vec,2,1,"{'dim': 32, 'p': 4, 'q': 4}",0.3456
B6_node2vec,2,1,"{'dim': 64, 'p': 0.25, 'q': 0.25}",0.3624
B6_node2vec,2,1,"{'dim': 64, 'p': 0.25, 'q': 1}",0.3405
B6_node2vec,2,1,"{'dim': 64, 'p': 0.25, 'q': 4}",0.3737
B6_node2vec,2,1,"{'dim': 64, 'p': 1, 'q': 0.25}",0.3268
B6_node2vec,2,1,"{'dim': 64, 'p': 1, 'q': 1}",0.3544
B6_node2vec,2,1,"{'dim': 64, 'p': 1, 'q': 4}",0.3652
B6_node2vec,2,1,"{'dim': 64, 'p': 4, 'q': 0.25}",0.3464
B6_node2vec,2,1,"{'dim': 64, 'p': 4, 'q': 1}",0.3320
B6_node2vec,2,1,"{'dim': 64, 'p': 4, 'q': 4}",0.3326
B6_node2vec,2,2,"{'dim': 8, 'p': 0.25, 'q': 0.25}",0.1963
B6_node2vec,2,2,"{'dim': 8, 'p': 0.25, 'q': 1}",0.1939
B6_node2vec,2,2,"{'dim': 8, 'p': 0.25, 'q': 4}",0.2025
B6_node2vec,2,2,"{'dim': 8, 'p': 1, 'q': 0.25}",0.1816
B6_node2vec,2,2,"{'dim': 8, 'p': 1, 'q': 1}",0.1936
B6_node2vec,2,2,"{'dim': 8, 'p': 1, 'q': 4}",0.2062
B6_node2vec,2,2,"{'dim': 8, 'p': 4, 'q': 0.25}",0.2123
B6_node2vec,2,2,"{'dim': 8, 'p': 4, 'q': 1}",0.2027
B6_node2vec,2,2,"{'dim': 8, 'p': 4, 'q': 4}",0.2324
B6_node2vec,2,2,"{'dim': 16, 'p': 0.25, 'q': 0.25}",0.3020
B6_node2vec,2,2,"{'dim': 16, 'p': 0.25, 'q': 1}",0.2830
B6_node2vec,2,2,"{'dim': 16, 'p': 0.25, 'q': 4}",0.3204
B6_node2vec,2,2,"{'dim': 16, 'p': 1, 'q': 0.25}",0.2762
B6_node2vec,2,2,"{'dim': 16, 'p': 1, 'q': 1}",0.2906
B6_node2vec,2,2,"{'dim': 16, 'p': 1, 'q': 4}",0.2826
B6_node2vec,2,2,"{'dim': 16, 'p': 4, 'q': 0.25}",0.2690
B6_node2vec,2,2,"{'dim': 16, 'p': 4, 'q': 1}",0.2865
B6_node2vec,2,2,"{'dim': 16, 'p': 4, 'q': 4}",0.3114
B6_node2vec,2,2,"{'dim': 32, 'p': 0.25, 'q': 0.25}",0.3249
B6_node2vec,2,2,"{'dim': 32, 'p': 0.25, 'q': 1}",0.3186
B6_node2vec,2,2,"{'dim': 32, 'p': 0.25, 'q': 4}",0.3684
B6_node2vec,2,2,"{'dim': 32, 'p': 1, 'q': 0.25}",0.3306
B6_node2vec,2,2,"{'dim': 32, 'p': 1, 'q': 1}",0.3262
B6_node2vec,2,2,"{'dim': 32, 'p': 1, 'q': 4}",0.3590
B6_node2vec,2,2,"{'dim': 32, 'p': 4, 'q': 0.25}",0.3243
B6_node2vec,2,2,"{'dim': 32, 'p': 4, 'q': 1}",0.3420
B6_node2vec,2,2,"{'dim': 32, 'p': 4, 'q': 4}",0.3430
B6_node2vec,2,2,"{'dim': 64, 'p': 0.25, 'q': 0.25}",0.3254
B6_node2vec,2,2,"{'dim': 64, 'p': 0.25, 'q': 1}",0.3217
B6_node2vec,2,2,"{'dim': 64, 'p': 0.25, 'q': 4}",0.3716
B6_node2vec,2,2,"{'dim': 64, 'p': 1, 'q': 0.25}",0.3335
B6_node2vec,2,2,"{'dim': 64, 'p': 1, 'q': 1}",0.3335
B6_node2vec,2,2,"{'dim': 64, 'p': 1, 'q': 4}",0.3611
B6_node2vec,2,2,"{'dim': 64, 'p': 4, 'q': 0.25}",0.3139
B6_node2vec,2,2,"{'dim': 64, 'p': 4, 'q': 1}",0.3233
B6_node2vec,2,2,"{'dim': 64, 'p': 4, 'q': 4}",0.3356
B6_node2vec,2,3,"{'dim': 8, 'p': 0.25, 'q': 0.25}",0.2251
B6_node2vec,2,3,"{'dim': 8, 'p': 0.25, 'q': 1}",0.2107
B6_node2vec,2,3,"{'dim': 8, 'p': 0.25, 'q': 4}",0.2123
B6_node2vec,2,3,"{'dim': 8, 'p': 1, 'q': 0.25}",0.2138
B6_node2vec,2,3,"{'dim': 8, 'p': 1, 'q': 1}",0.2321
B6_node2vec,2,3,"{'dim': 8, 'p': 1, 'q': 4}",0.2189
B6_node2vec,2,3,"{'dim': 8, 'p': 4, 'q': 0.25}",0.2283
B6_node2vec,2,3,"{'dim': 8, 'p': 4, 'q': 1}",0.2159
B6_node2vec,2,3,"{'dim': 8, 'p': 4, 'q': 4}",0.2176
B6_node2vec,2,3,"{'dim': 16, 'p': 0.25, 'q': 0.25}",0.3372
B6_node2vec,2,3,"{'dim': 16, 'p': 0.25, 'q': 1}",0.3226
B6_node2vec,2,3,"{'dim': 16, 'p': 0.25, 'q': 4}",0.3361
B6_node2vec,2,3,"{'dim': 16, 'p': 1, 'q': 0.25}",0.2930
B6_node2vec,2,3,"{'dim': 16, 'p': 1, 'q': 1}",0.3256
B6_node2vec,2,3,"{'dim': 16, 'p': 1, 'q': 4}",0.2970
B6_node2vec,2,3,"{'dim': 16, 'p': 4, 'q': 0.25}",0.3153
B6_node2vec,2,3,"{'dim': 16, 'p': 4, 'q': 1}",0.3010
B6_node2vec,2,3,"{'dim': 16, 'p': 4, 'q': 4}",0.3430
B6_node2vec,2,3,"{'dim': 32, 'p': 0.25, 'q': 0.25}",0.3823
B6_node2vec,2,3,"{'dim': 32, 'p': 0.25, 'q': 1}",0.3664
B6_node2vec,2,3,"{'dim': 32, 'p': 0.25, 'q': 4}",0.3957
B6_node2vec,2,3,"{'dim': 32, 'p': 1, 'q': 0.25}",0.3623
B6_node2vec,2,3,"{'dim': 32, 'p': 1, 'q': 1}",0.3617
B6_node2vec,2,3,"{'dim': 32, 'p': 1, 'q': 4}",0.3846
B6_node2vec,2,3,"{'dim': 32, 'p': 4, 'q': 0.25}",0.3836
B6_node2vec,2,3,"{'dim': 32, 'p': 4, 'q': 1}",0.3737
B6_node2vec,2,3,"{'dim': 32, 'p': 4, 'q': 4}",0.3579
B6_node2vec,2,3,"{'dim': 64, 'p': 0.25, 'q': 0.25}",0.3853
B6_node2vec,2,3,"{'dim': 64, 'p': 0.25, 'q': 1}",0.3748
B6_node2vec,2,3,"{'dim': 64, 'p': 0.25, 'q': 4}",0.3858
B6_node2vec,2,3,"{'dim': 64, 'p': 1, 'q': 0.25}",0.3671
B6_node2vec,2,3,"{'dim': 64, 'p': 1, 'q': 1}",0.3780
B6_node2vec,2,3,"{'dim': 64, 'p': 1, 'q': 4}",0.3931
B6_node2vec,2,3,"{'dim': 64, 'p': 4, 'q': 0.25}",0.3763
B6_node2vec,2,3,"{'dim': 64, 'p': 4, 'q': 1}",0.3533
B6_node2vec,2,3,"{'dim': 64, 'p': 4, 'q': 4}",0.3600
B6_node2vec,2,4,"{'dim': 8, 'p': 0.25, 'q': 0.25}",0.2070
B6_node2vec,2,4,"{'dim': 8, 'p': 0.25, 'q': 1}",0.1916
B6_node2vec,2,4,"{'dim': 8, 'p': 0.25, 'q': 4}",0.1999
B6_node2vec,2,4,"{'dim': 8, 'p': 1, 'q': 0.25}",0.1823
B6_node2vec,2,4,"{'dim': 8, 'p': 1, 'q': 1}",0.2121
B6_node2vec,2,4,"{'dim': 8, 'p': 1, 'q': 4}",0.1963
B6_node2vec,2,4,"{'dim': 8, 'p': 4, 'q': 0.25}",0.2076
B6_node2vec,2,4,"{'dim': 8, 'p': 4, 'q': 1}",0.1902
